Id,SalePrice
1461,119069.55513726518
1462,157770.33302754603
1463,187576.474598687
1464,184746.37464325837
1465,189073.3806383236
1466,181220.36784264268
1467,170343.98517774462
1468,168620.0383565387
1469,180474.18219969905
1470,123503.51386760586
1471,203210.9028354849
1472,93489.51217761014
1473,98793.23389519303
1474,145953.82625285885
1475,113808.63406437059
1476,374656.1747196704
1477,249375.34409659973
1478,292775.30464164354
1479,274920.0733987976
1480,423657.7693549425
1481,311616.50973700447
1482,203895.39530948456
1483,181494.292915502
1484,171981.949313768
1485,177436.1946671651
1486,196153.0593002843
1487,340727.6899335664
1488,230428.2958031988
1489,197979.35999932056
1490,225171.8277215595
1491,192051.21873881007
1492,84136.5293755865
1493,179500.05949198207
1494,291174.61215315684
1495,290297.4413364474
1496,234163.22250402957
1497,181521.52021239715
1498,154483.3280653413
1499,152646.36919837314
1500,160854.98349522683
1501,173135.89045123878
1502,155542.4255614884
1503,287333.64042947907
1504,226910.74689217994
1505,223060.23049411492
1506,176825.75599009093
1507,266799.6074875512
1508,194532.5790398516
1509,159972.22709107283
1510,145779.79940899202
1511,150798.86327921023
1512,170367.48190871614
1513,140818.80489567108
1514,152368.85877537334
1515,202318.83459045936
1516,145590.08575199294
1517,163376.98042913183
1518,126667.25373072473
1519,227539.0422294759
1520,139187.87852764822
1521,140237.0745354118
1522,165080.16495126847
1523,114387.25428119578
1524,122915.10292464882
1525,123980.6737704842
1526,121781.93807136863
1527,114288.30960163016
1528,130756.49433866343
1529,144708.23179020663
1530,164313.09810267243
1531,109908.0855939322
1532,98136.66361950243
1533,147153.33337802783
1534,121849.63752050805
1535,155538.23824151405
1536,109171.48797108866
1537,79013.27223854956
1538,147063.76376952327
1539,185828.42360672384
1540,107349.19561812318
1541,141809.3344776237
1542,144234.3398935318
1543,187883.34941430078
1544,79037.31877308505
1545,99430.09984583891
1546,122777.85023255312
1547,134898.76233564562
1548,126215.91213351913
1549,113107.60766518333
1550,138843.23895590164
1551,117293.52056174036
1552,134424.98453112986
1553,147384.9523647502
1554,110348.09607657752
1555,172857.71958015583
1556,88863.67276959929
1557,106818.24169337451
1558,95534.41551919033
1559,92843.26081641449
1560,126903.84918924086
1561,140491.4916907382
1562,124409.5820874205
1563,125489.07593900675
1564,160899.62759031923
1565,155414.2416388193
1566,229448.94644085263
1567,78988.2663946649
1568,230093.14474720854
1569,149528.92985776227
1570,141244.95591761716
1571,124553.45776472198
1572,145242.5185942476
1573,235889.2993722762
1574,112816.84426853771
1575,217787.73934982184
1576,230314.12289530615
1577,194309.07400645743
