Id,SalePrice
1461,125348.55379853345
1462,152197.6205727782
1463,183523.03328559926
1464,187386.79265431417
1465,193508.59294238806
1466,184892.2874416654
1467,170156.56426738107
1468,176138.07366646282
1469,180501.16870808828
1470,127959.71891955042
1471,205097.5319652945
1472,100142.36218189714
1473,105019.31060465315
1474,153316.4208775958
1475,126753.35676972457
1476,338578.2286663857
1477,251519.9152035099
1478,299530.37467769196
1479,301246.45714037394
1480,388731.08433716226
1481,300922.11498336255
1482,205699.9950604185
1483,186960.35110477038
1484,175898.0522040039
1485,179418.67148566406
1486,199073.3918370959
1487,295182.3263587641
1488,239986.36283436313
1489,201349.2548435961
1490,218371.5198980223
1491,196866.2545499493
1492,104084.3844476305
1493,177776.30448055675
1494,283965.3688852777
1495,281421.71601054864
1496,230652.4694284628
1497,185055.91237602098
1498,161058.44245512455
1499,160167.0999040701
1500,161877.2662409827
1501,168425.63012665653
1502,163712.10695431972
1503,262393.3628099919
1504,220467.20849990542
1505,220114.96663943084
1506,179162.79629044695
1507,237467.66099922976
1508,190190.4119934718
1509,158375.37386429176
1510,147796.91525501842
1511,149940.06313127428
1512,169417.0939565133
1513,150711.69625656548
1514,149224.07237002408
1515,181460.0560335506
1516,155573.6119440434
1517,151792.85163409877
1518,140965.23710425838
1519,223180.15796509766
1520,138748.4407527253
1521,140831.51893700665
1522,162177.93245784927
1523,119582.40379219371
1524,120447.59110669124
1525,127256.8374215692
1526,125605.60255770394
1527,111168.77355821274
1528,125870.73593208658
1529,142111.5466648702
1530,163441.2948621386
1531,134407.622079113
1532,105600.5115949016
1533,138513.3852304776
1534,120441.83601004459
1535,148596.69791496106
1536,122160.95423208717
1537,99752.08660254155
1538,142532.9354242108
1539,179057.1235561773
1540,125396.70854729053
1541,140734.2727063235
1542,135921.26837223192
1543,176087.2776852682
1544,91437.60098780083
1545,104931.13625957271
1546,123136.8530361676
1547,134735.65419378222
1548,125312.16954075405
1549,113890.54182076028
1550,138107.3215842421
1551,122572.7598865365
1552,145553.4053124157
1553,134454.7792050853
1554,115289.14916118246
1555,166228.02136060604
1556,104140.50509477603
1557,119420.52853461793
1558,101400.32794042995
1559,115798.9956854678
1560,140348.1022463116
1561,143275.9861720289
1562,127733.51474500289
1563,123548.7645129077
1564,162307.88964444777
1565,156225.97975048557
1566,205460.91878302308
1567,97599.43472718363
1568,212947.45723574382
1569,155825.4335002572
1570,137536.51939540196
1571,126293.3571988755
1572,141571.79764102065
1573,229036.99762746927
1574,133990.02500444913
1575,204340.79587695785
1576,226357.21831371536
1577,193844.98030434322
1578,147277.4505731792
1579,145141.27718604606
1580,191868.2642460464
1581,138560.61142783077
1582,127021.06150119561
1583,310463.05189034995
1584,233874.8570374065
1585,146739.3673862429
1586,90803.05134752228
1587,111498.3318696298
1588,141950.87792872044
1589,110031.53792461439
1590,134383.89062726026
1591,103605.05944167203
1592,133771.48622870736
1593,120739.92427015434
1594,125817.55750814249
1595,129400.53247260019
1596,197014.43358121152
1597,168076.72439363948
1598,178962.26230046107
1599,163092.40052510134
1600,175349.18330817478
1601,84807.25938582196
1602,113112.46091633219
1603,102654.17702409728
1604,262570.9226897075
1605,239888.8665938925
1606,161823.63767392785
1607,165879.83386738072
1608,211820.24213645753
1609,191575.49096577417
1610,161608.3142356438
1611,148075.6989173938
1612,188929.30840266243
1613,179267.30737792025
1614,121313.03449444538
1615,93799.06983061066
1616,90945.693212966
1617,97532.86307544776
1618,123076.9410464344
1619,137686.85466915192
1620,176973.93329584267
1621,142126.9372471948
1622,141712.68053492223
1623,256994.09700438177
1624,218313.64539470576
1625,125842.19190255253
1626,168403.86087406735
1627,189539.46080875222
1628,261420.97883521605
1629,174420.62420220478
1630,290324.530566827
1631,195841.8013723524
1632,226267.33010461362
1633,169982.3470757686
1634,186901.1625826204
1635,182796.01060754096
1636,170410.28117779418
